id	text
215	Campaign Champion (+30%)
216	Renamer
217	Hurry All: 8 Hours
218	Summon Hurry: 8 Hours
219	Respawn Hurry: 5 Mins
220	Respawn Hurry: 2 Hours
221	Respawn Hurry: 8 Hours
222	Research Hurry: 5 Mins
223	Research Hurry: 2 Hours
224	Research Hurry: 8 Hours
225	Building Hurry: 5 Mins
226	Building Hurry: 2 Hours
227	Building Hurry: 8 Hours
228	Pray
229	5 Gems
230	10 Gems
231	20 Gems
232	50 Gems
233	100 Gems
234	200 Gems
235	VIP: 30 Mins
236	VIP: 60 Mins
237	VIP: 1 Day
238	VIP: 7 Days
239	VIP: 30 Days
240	10 VIP EXP
241	30 VIP EXP
242	50 VIP EXP
243	100 VIP EXP
244	300 VIP EXP
245	500 VIP EXP
246	1,000 VIP EXP
247	State of Emergency
248	Building Contract: 8 Hours
249	Skill Reset
250	Call of Death
251	Transformation
252	Campaign Champion (+10%)
253	Campaign Champion (+15%)
254	Campaign Champion (+20%)
255	Hurry All: 1 Min
256	Summon Hurry: 1 Min
257	Research Hurry: 1 Min
258	Building Hurry: 1 Min
259	Respawn Hurry: 1 Min
260	Lv. 1 Zombie Rally
261	Lv. 1 Archer Rally
262	Lv. 1 Cavalry Rally
263	Lv. 1 Flyer Rally
264	Lv. 1 Mage Rally
265	Lv. 2 Zombie Rally
266	Lv. 2 Archer Rally
267	Lv. 2 Cavalry Rally
268	Lv. 2 Flyer Rally
269	Lv. 2 Mage Rally
270	Lv. 3 Zombie Rally
271	Lv. 3 Archer Rally
272	Lv. 3 Cavalry Rally
273	Lv. 3 Flyer Rally
274	Lv. 3 Mage Rally
275	Lv. 4 Zombie Rally
276	Lv. 4 Archer Rally
277	Lv. 4 Cavalry Rally
278	Lv. 4 Flyer Rally
279	Lv. 4 Mage Rally
280	Lv. 5 Zombie Rally
281	Lv. 5 Archer Rally
282	Lv. 5 Cavalry Rally
283	Lv. 5 Flyer Rally
284	Lv. 5 Mage Rally
285	Lv. 6 Zombie Rally
286	Lv. 6 Archer Rally
287	Lv. 6 Cavalry Rally
288	Lv. 6 Flyer Rally
289	Lv. 6 Mage Rally
290	Lv. 1 Resource Chest
291	Lv. 2 Resource Chest
292	Lv. 3 Resource Chest
293	Lv. 4 Resource Chest
294	Lv. 5 Resource Chest
295	Lv. 6 Resource Chest
296	Lv. 7 Resource Chest
297	Lv. 8 Resource Chest
298	Lv. 9 Resource Chest
299	Summon Hurry: 30 Mins
300	Building Hurry: 30 Mins
301	Respawn Hurry: 30 Mins
302	Research Hurry: 30 Mins
303	Summon Hurry: 1 Hour
304	Building Hurry: 1 Hour
305	Respawn Hurry: 1 Hour
306	Research Hurry: 1 Hour
307	Consolidate
308	10 Scout Energy
309	50 Scout Energy
310	100 Scout Energy
311	200 Scout Energy
320	Forge Hurry: 1 Min
321	Forge Hurry: 5 Mins
322	Forge Hurry: 30 Mins
323	Forge Hurry: 1 Hour
324	Forge Hurry: 2 Hours
325	Forge Hurry: 8 Hours
326	20 Sanguinium
327	50 Sanguinium
328	100 Sanguinium
329	200 Sanguinium
330	500 Sanguinium
331	1,000 Sanguinium
332	2,000 Sanguinium
333	5,000 Sanguinium
334	10K Sanguinium
335	20K Sanguinium
336	50K Sanguinium
337	100K Sanguinium
338	200K Sanguinium
339	500K Sanguinium
340	1M Sanguinium
341	1 Void Energy
342	5 Void Energy
343	10 Void Energy
344	20 Void Energy
345	50 Void Energy
346	100 Void Energy
347	200 Void Energy
348	300 Void Energy
349	500 Void Energy
350	1,000 Void Energy
351	2,000 Void Energy
352	5,000 Void Energy
353	10K Void Energy
354	20K Void Energy
355	50K Void Energy
400	Lv. 7 Zombie Rally
401	Lv. 7 Archer Rally
402	Lv. 7 Cavalry Rally
403	Lv. 7 Flyer Rally
404	Lv. 7 Mage Rally
405	Lv. 8 Zombie Rally
406	Lv. 8 Archer Rally
407	Lv. 8 Cavalry Rally
408	Lv. 8 Flyer Rally
409	Lv. 8 Mage Rally
410	Lv. 9 Zombie Rally
411	Lv. 9 Archer Rally
412	Lv. 9 Cavalry Rally
413	Lv. 9 Flyer Rally
414	Lv. 9 Mage Rally
415	Lv. 10 Zombie Rally
416	Lv. 10 Archer Rally
417	Lv. 10 Cavalry Rally
418	Lv. 10 Flyer Rally
419	Lv. 10 Mage Rally
420	Lv. 1 Specter Rally
421	Lv. 2 Specter Rally
422	Lv. 3 Specter Rally
423	Lv. 4 Specter Rally
424	Lv. 5 Specter Rally
425	Lv. 6 Specter Rally
426	Lv. 7 Specter Rally
427	Lv. 8 Specter Rally
428	Lv. 9 Specter Rally
429	Lv. 10 Specter Rally
500	Perma Ice
501	Wailing Wood
502	Doomstone
503	Fire Iron
504	Primordial Soup
505	Fate Shard
506	Star Ether
507	Shadowshard
508	Deep Pearl
509	Solseeker
510	Mystery Pack
511	ATK Bonus (+10%) (24 Hours)
512	DEF Bonus (+10%) (24 Hours)
513	Campaign Champion (+10%) (24 Hours)
514	ATK Bonus (+20%)
515	ATK Bonus (+25%)
516	ATK Bonus (+30%)
517	ATK Bonus (+35%)
518	DEF Bonus (+20%)
519	DEF Bonus (+25%)
520	DEF Bonus (+30%)
521	DEF Bonus (+35%)
522	Campaign Champion (+35%)
523	Campaign Champion (+40%)
524	Campaign Champion (+50%)
525	Campaign Champion (+60%)
526	Campaign Champion (+10%) (24 Hours)
530	Common Mat. Box
531	Uncommon Mat. Box
532	Rare Mat. Box
533	Epic Mat. Box
534	Legendary Mat. Box
535	Mythic Mat. Box
536	Ancient Mat. Box
537	Primordial Mat. Box
538	Eldritch Mat. Box
540	100 Lord EXP
541	500 Lord EXP
545	Summon Hurry: 4 Hours
546	Summon Hurry: 12 Hours
547	Summon Hurry: 18 Hours
548	Summon Hurry: 24 Hours
549	Respawn Hurry: 4 Hours
550	Respawn Hurry: 12 Hours
551	Respawn Hurry: 18 Hours
552	Respawn Hurry: 24 Hours
553	Research Hurry: 4 Hours
554	Research Hurry: 12 Hours
555	Research Hurry: 18 Hours
556	Research Hurry: 24 Hours
557	Hurry All: 4 Hours
558	Hurry All: 12 Hours
559	Hurry All: 18 Hours
560	Hurry All: 24 Hours
561	Building Hurry: 4 Hours
562	Building Hurry: 12 Hours
563	Building Hurry: 18 Hours
564	Building Hurry: 24 Hours
565	Forge Hurry: 4 Hours
566	Forge Hurry: 12 Hours
567	Forge Hurry: 18 Hours
568	Forge Hurry: 24 Hours
570	Mini Cost Reducer
571	Cost Reducer
572	Cost Reducer+
573	Cost Reducer++
574	Cost Reducer+++
575	500 Gems
576	1,000 Gems
577	2,000 Gems
578	2,888 Gems
579	5,000 Gems
580	6,666 Gems
581	8,888 Gems
582	10,000 Gems
583	Balen Bonus (+50%)
584	Balen Bonus (+100%)
585	Balen Bonus (+150%)
586	Balen Bonus (+200%)
587	Balen Bonus (+250%)
588	Balen Bonus (+300%)
589	Balen Bonus (+400%)
590	Balen Bonus (+500%)
591	Wood Bonus (+50%)
592	Wood Bonus (+100%)
593	Wood Bonus (+150%)
594	Wood Bonus (+200%)
595	Wood Bonus (+250%)
596	Wood Bonus (+300%)
597	Wood Bonus (+400%)
598	Wood Bonus (+500%)
599	Iron Bonus (+50%)
600	Iron Bonus (+100%)
601	Iron Bonus (+150%)
602	Iron Bonus (+200%)
603	Iron Bonus (+250%)
604	Iron Bonus (+300%)
605	Iron Bonus (+400%)
606	Iron Bonus (+500%)
607	Quiksilver Bonus (+50%)
608	Quiksilver Bonus (+100%)
609	Quiksilver Bonus (+150%)
610	Quiksilver Bonus (+200%)
611	Quiksilver Bonus (+250%)
612	Quiksilver Bonus (+300%)
613	Quiksilver Bonus (+400%)
614	Quiksilver Bonus (+500%)
615	Collection Bonus (+50%)
616	Collection Bonus (+100%)
617	Collection Bonus (+150%)
618	Collection Bonus (+200%)
619	Collection Bonus (+250%)
620	Collection Bonus (+300%)
621	Collection Bonus (+400%)
622	Collection Bonus (+500%)
623	2,000 VIP EXP
624	5,000 VIP EXP
625	100K Lord EXP
626	Gem Bag (S)
627	Gem Bag (M)
628	Gem Bag (L)
629	Gem Bag (XL)
630	Gem Bag (XXL)
631	Gem Pack (S)
632	Gem Pack (M)
633	Gem Pack (L)
634	Gem Pack (XL)
635	Gem Pack (XXL)
636	Gem Box (S)
637	Gem Box (M)
638	Gem Box (L)
639	Gem Box (XL)
640	Gem Box (XXL)
641	Gem Box (XXXL)
642	Gem Lode
643	Dirty Kit Box Lv. 1
644	Common Kit Box Lv. 1
645	Superior Kit Box Lv. 1
646	Exquisite Kit Box Lv. 1
647	Ancient Kit Box Lv. 1
648	Dirty Kit Box Lv. 5
649	Common Kit Box Lv. 5
650	Superior Kit Box Lv. 5
651	Exquisite Kit Box Lv. 5
652	Ancient Kit Box Lv. 5
653	Dirty Kit Box Lv. 10
654	Common Kit Box Lv. 10
655	Superior Kit Box Lv. 10
656	Exquisite Kit Box Lv. 10
657	Ancient Kit Box Lv. 10
658	Dirty Kit Box Lv. 15
659	Common Kit Box Lv. 15
660	Superior Kit Box Lv. 15
661	Exquisite Kit Box Lv. 15
662	Ancient Kit Box Lv. 15
663	Dirty Kit Box Lv. 20
664	Common Kit Box Lv. 20
665	Superior Kit Box Lv. 20
666	Exquisite Kit Box Lv. 20
667	Ancient Kit Box Lv. 20
668	Dirty Kit Box Lv. 25
669	Common Kit Box Lv. 25
670	Superior Kit Box Lv. 25
671	Exquisite Kit Box Lv. 25
672	Ancient Kit Box Lv. 25
673	Dirty Kit Box Lv. 30
674	Common Kit Box Lv. 30
675	Superior Kit Box Lv. 30
676	Exquisite Kit Box Lv. 30
677	Ancient Kit Box Lv. 30
700	Outer Gate Chest (XS)
701	Outer Gate Chest (S)
702	Outer Gate Chest (M)
703	Outer Gate Chest (L)
704	Outer Gate Chest (XL)
705	Tomb Hall Chest (XS)
706	Tomb Hall Chest (S)
707	Tomb Hall Chest (M)
708	Tomb Hall Chest (L)
709	Tomb Hall Chest (XL)
710	Royal Chamber Chest (XS)
711	Royal Chamber Chest (S)
712	Royal Chamber Chest (M)
713	Royal Chamber Chest (L)
714	Royal Chamber Chest (XL)
715	Inner Gate Chest (XS)
716	Inner Gate Chest (S)
717	Inner Gate Chest (M)
718	Inner Gate Chest (L)
719	Inner Gate Chest (XL)
720	Outer Core Chest (XS)
721	Outer Core Chest (S)
722	Outer Core Chest (M)
723	Outer Core Chest (L)
724	Outer Core Chest (XL)
725	Inner Core Chest (XS)
726	Inner Core Chest (S)
727	Inner Core Chest (M)
728	Inner Core Chest (L)
729	Inner Core Chest (XL)
730	Winter Chest (S)
731	Winter Chest (M)
732	Winter Chest (L)
733	Mythic Arctic Pack
734	Ancient Arctic Pack
735	Primordial Arctic Pack
736	Eldritch Arctic Pack
737	New Year Chest (S)
738	New Year Chest (M)
739	New Year Chest (L)
740	Mythic New Year Pack
741	Primordial New Year Pack
742	Ancient New Year Pack
743	Eldritch New Year Pack
744	Lv. 15 Specter Rally
745	Move Building
746	Spring Chest (S)
747	Spring Chest (M)
748	Spring Chest (L)
749	Mythic Spring Pack
750	Primordial Spring Pack
751	Ancient Spring Pack
752	Eldritch Spring Pack
753	Bunch of Roses
754	Teddy Bear
755	Box of Chocolate
756	Candlelight Dinner
757	Mirage Stone
758	Power Shard (M)
759	Power Shard (XS)
760	Power Shard (S)
761	Power Shard (L)
762	Power Shard (XL)
763	Wights Resources Pack
1000	Conqueror Gladius
1001	Conqueror Broadsword
1002	Conqueror Saber
1003	Conqueror Zweihander
1004	Conqueror Pyrumblade
1005	Conqueror Runeblade
1006	Conqueror Necroblade
1007	征伐者武器预留
1050	Conqueror Skull Cap
1051	Conqueror Bonehelm
1052	Conqueror Greathelm
1053	Conqueror Warhelm
1054	Conqueror Pyrumhelm
1055	Conqueror Runehelm
1056	Conqueror Necrohelm
1057	征伐者头盔预留
1100	Conqueror Breastplate
1101	Conqueror Scale Mail
1102	Conqueror Splint Mail
1103	Conqueror Full Plate
1104	Conqueror Pyrumplate
1105	Conqueror Runeplate
1106	Conqueror Necroplate
1107	征伐者装甲预留
1150	Conqueror Belt
1151	Conqueror Chain Belt
1152	Conqueror Heavy Belt
1153	Conqueror Warbelt
1154	Conqueror Pyrumbelt
1155	Conqueror Runebelt
1156	Conqueror Necrobelt
1157	征伐者腰带预留
1200	Conqueror Boots
1201	Conqueror Chain Boots
1202	Conqueror Plated Boots
1203	Conqueror War Greaves
1204	Conqueror Pyrumtalons
1205	Conqueror Runetalons
1206	Conqueror Necrotalons
1207	征伐者靴子预留
1250	Conqueror Stone Ring
1251	Conqueror Bone Ring
1252	Conqueror Steel Ring
1253	Conqueror Mithril Ring
1254	Conqueror Pyrumband
1255	Conqueror Runeband
1256	Conqueror Necroband
1257	征伐者饰品预留
1300	Guardian Wand
1301	Guardian Flail
1302	Guardian Pearls
1303	Guardian Crystal
1304	Guardian Pyrumstaff
1305	Guardian Runestaff
1306	Guardian Novastaff
1307	护卫者武器预留
1350	Guardian Hood
1351	Guardian Cap
1352	Guardian Beret
1353	Guardian Circlet
1354	Guardian Pyrumcrest
1355	Guardian Runecrest
1356	Guardian Novacrest
1357	护卫者头盔预留
1400	Guardian Vest
1401	Guardian Garb
1402	Guardian Leather
1403	Guardian Drakeskin
1404	Guardian Pyrumvest
1405	Guardian Runevest
1406	Guardian Novavest
1407	护卫者装甲预留
1450	Guardian Sash
1451	Guardian Leather Sash
1452	Guardian Silk Sash
1453	Guardian War Sash
1454	Guardian Pyrumsash
1455	Guardian Runesash
1456	Guardian Novasash
1457	护卫者腰带预留
1500	Guardian Sandals
1501	Guardian Boots
1502	Guardian Heavy Boots
1503	Guardian Bone Greaves
1504	Guardian Pyrumheels
1505	Guardian Runeheels
1506	Guardian Novaheels
1507	护卫者靴子预留
1550	Guardian Leafchain
1551	Guardian Woodchain
1552	Guardian Silverchain
1553	Guardian Goldchain
1554	Guardian Pyrumchain
1555	Guardian Runechain
1556	Guardian Novachain
1557	护卫者饰品预留
1600	其他装备预留
1999	其他装备预留
2000	Living Wood
2001	Living Wood
2002	Living Wood
2003	Living Wood
2004	Living Wood
2005	Living Wood
2006	Living Wood
2010	Terror Horn
2011	Terror Horn
2012	Terror Horn
2013	Terror Horn
2014	Terror Horn
2015	Terror Horn
2016	Terror Horn
2020	Glaurung Hide
2021	Glaurung Hide
2022	Glaurung Hide
2023	Glaurung Hide
2024	Glaurung Hide
2025	Glaurung Hide
2026	Glaurung Hide
2030	Void Stone
2031	Void Stone
2032	Void Stone
2033	Void Stone
2034	Void Stone
2035	Void Stone
2036	Void Stone
2040	Blood Stone
2041	Blood Stone
2042	Blood Stone
2043	Blood Stone
2044	Blood Stone
2045	Blood Stone
2046	Blood Stone
2050	Skyfire Mica
2051	Skyfire Mica
2052	Skyfire Mica
2053	Skyfire Mica
2054	Skyfire Mica
2055	Skyfire Mica
2056	Skyfire Mica
2060	Ether Crystal
2061	Ether Crystal
2062	Ether Crystal
2063	Ether Crystal
2064	Ether Crystal
2065	Ether Crystal
2066	Ether Crystal
2070	Chaos Shard
2071	Chaos Shard
2072	Chaos Shard
2073	Chaos Shard
2074	Chaos Shard
2075	Chaos Shard
2076	Chaos Shard
2080	Seer Onyx
2081	Seer Onyx
2082	Seer Onyx
2083	Seer Onyx
2084	Seer Onyx
2085	Seer Onyx
2086	Seer Onyx
2090	Grit Iron
2091	Grit Iron
2092	Grit Iron
2093	Grit Iron
2094	Grit Iron
2095	Grit Iron
2096	Grit Iron
2100	Darkfire Weed
2101	Darkfire Weed
2102	Darkfire Weed
2103	Darkfire Weed
2104	Darkfire Weed
2105	Darkfire Weed
2106	Darkfire Weed
2110	Arctic Jade
2111	Arctic Jade
2112	Arctic Jade
2113	Arctic Jade
2114	Arctic Jade
2115	Arctic Jade
2116	Arctic Jade
3001	1-100 Equipment
3101	Reduce timers by 5 minutes
3102	Reduce timers by 1 hour
3103	Reduce troops summoning time by 5 minutes
3104	Reduce troops summoning time by 2 hours
3105	Resources collection speed +50% for 8 hours (excluding Gems)
3106	Resources collection speed +50% for 24 hours (excluding Gems)
3107	Campaign troops' March time -25%
3108	Campaign troops' March time -50%
3109	Recall 1 division of troops on Campaign. Only effective for troops that are currently marching.
3110	Recall assembled troops. Only usable by Lords that participate in the current assembly.
3111	Enemies will be unable to scout your city for 24 hours
3112	Enemies will be unable to scout you for 7 days
3113	Relocate your city to a random location on the world map
3114	Relocate your city to a location of your choosing on the world map
3115	2x production at 1 Wishing Well for 24 hours
3116	2x production at 1 Wishing Well for 48 hours
3117	2x production at 1 Wishing Well for 72 hours
3118	2x production at 1 Sawmill for 24 hours
3119	2x production at 1 Sawmill for 48 hours
3120	2x production at 1 Sawmill for 72 hours
3121	2x production at 1 Haunted Mine for 24 hours
3122	2x production at 1 Haunted Mine for 48 hours
3123	2x production at 1 Haunted Mine for 72 hours
3124	2x production at 1 Quiksilver Extractor for 24 hours
3125	2x production at 1 Quiksilver Extractor for 48 hours
3126	2x production at 1 Quiksilver Extractor for 72 hours
3127	Contains: 100 Wood (Bound Resources)
3128	Contains: 1,000 Wood (Bound Resources)
3129	Contains: 4,000 Wood (Bound Resources)
3130	Contains: 10K Wood (Bound Resources)
3131	Contains: 30K Wood (Bound Resources)
3132	Contains: 50K Wood (Bound Resources)
3133	Contains: 150K Wood (Bound Resources)
3134	Contains: 500K Wood (Bound Resources)
3135	Contains: 1.5M Wood (Bound Resources)
3136	Contains: 5M Wood (Bound Resources)
3137	Contains: 100 Balens (Bound Resources)
3138	Contains: 1,000 Balens (Bound Resources)
3139	Contains: 4,000 Balens (Bound Resources)
3140	Contains: 10K Balens (Bound Resources)
3141	Contains: 30K Balens (Bound Resources)
3142	Contains: 50K Balens (Bound Resources)
3143	Contains: 150K Balens (Bound Resources)
3144	Contains: 500K Balens (Bound Resources)
3145	Contains: 1.5M Balens (Bound Resources)
3146	Contains: 5M Balens (Bound Resources)
3147	Contains: 80 Iron (Bound Resources)
3148	Contains: 500 Iron (Bound Resources)
3149	Contains: 2,000 Iron (Bound Resources)
3150	Contains: 5,000 Iron (Bound Resources)
3151	Contains: 15K Iron (Bound Resources)
3152	Contains: 25K Iron (Bound Resources)
3153	Contains: 75K Iron (Bound Resources)
3154	Contains: 250K Iron (Bound Resources)
3155	Contains: 750K Iron (Bound Resources)
3156	Contains: 2.5M Iron (Bound Resources)
3157	Contains: 40 Quiksilver (Bound Resources)
3158	Contains: 250 Quiksilver (Bound Resources)
3159	Contains: 1,000 Quiksilver (Bound Resources)
3160	Contains: 2,500 Quiksilver (Bound Resources)
3161	Contains: 7,500 Quiksilver (Bound Resources)
3162	Contains: 12K Quiksilver (Bound Resources)
3163	Contains: 35K Quiksilver (Bound Resources)
3164	Contains: 100K Quiksilver (Bound Resources)
3165	Contains: 350K Quiksilver (Bound Resources)
3166	Contains: 1M Quiksilver (Bound Resources)
3167	Grants a mix of item resources
3168	Grants a mix of resource items
3169	Flash Pack
3170	Equipment Pack
3171	Starter Pack
3172	Starter Pack
3173	Starter Pack
3174	Starter Pack
3175	Starter Pack
3176	Starter Pack
3177	Starter Pack
3178	Starter Pack
3179	Starter Pack
3180	Starter Pack
3181	Starter Pack
3182	Starter Pack
3183	Starter Pack
3184	Starter Pack
3185	Starter Pack
3186	Starter Pack
3187	Starter Pack
3188	Starter Pack
3189	Starter Pack
3190	Starter Pack
3191	Restores 10 MP
3192	Restores 30 MP
3193	Restores 50 MP
3194	Grants 1,000 Lord EXP
3195	Grants 5,000 Lord EXP
3196	Grants 10,000 Lord EXP
3197	Grants 20,000 Lord EXP
3198	Grants 50,000 Lord EXP
3199	Summons 1,000 random Lv. 1 troops
3200	Summons 1,000 random Lv. 2 troops
3201	Protects your city from attacks for 1 hour
3202	Protects your city from attacks for 8 hours
3203	Protects your city from attacks for 24 hours
3204	Protects your city from attacks for 3 days
3205	Protects your city from attacks for 7 days
3206	All troops' ATK +10% for 12 hours
3207	All troops' ATK +15% for 24 hours
3208	All troops' DEF +10% for 12 hours
3209	All troops' DEF +15% for 24 hours
3210	Troop upkeep -25% for 24 hours
3211	Troop upkeep -25% for 5 days
3212	Troop upkeep -50% for 24 hours
3213	Troop upkeep -50% for 5 days
3214	Your number of troops will appear doubled to enemy scouts for 24 hours
3215	Campaign troop size limit +30% for 12 hours
3216	Allows you to change your name
3217	Reduce timers by 8 hours
3218	Reduce troops summoning time by 8 hours
3219	Reduces respawn time by 5 minutes
3220	Reduce respawn time by 2 hours
3221	Reduce respawn time by 8 hours
3222	Reduce research time by 5 minutes
3223	Reduce research time by 2 hours
3224	Reduce research time by 8 hours
3225	Reduce building time by 5 minutes
3226	Reduce building time by 2 hours
3227	Reduce building time by 8 hours
3228	Grants 1 free prayer
3229	Grants 5 Gems
3230	Grants 10 Gems
3231	Grants 20 Gems
3232	Grants 50 Gems
3233	Grants 100 Gems
3234	Grants 200 Gems
3235	Activates VIP perks for 30 minutes
3236	Activates VIP perks for 60 minutes
3237	Activates VIP perks for 1 day
3238	Activates VIP perks for 7 days
3239	Activates VIP perks for 30 days
3240	Grants 10 VIP EXP
3241	Grants 30 VIP EXP
3242	Grants 50 VIP EXP
3243	Grants 100 VIP EXP
3244	Grants 300 VIP EXP
3245	Grants 500 VIP EXP
3246	Grants 1,000 VIP EXP
3247	Completely restores City DEF. Note: Does not extinguish fires.
3248	Unlocks another building queue for 8 hours
3249	Resets all Skill Points
3250	Used to upgrade max assembly size
3251	Changes the appearance of your Lord
3252	Campaign troop size limit +10% for 12 hours
3253	Campaign troop size limit +15% for 12 hours
3254	Campaign troop size limit +20% for 12 hours
3255	Reduces timers by 1 minute
3256	Reduces troops summoning time by 1 minute
3257	Reduces research time by 1 minute
3258	Reduces building time by 1 minute
3259	Reduces respawn time by 1 minute
3260	Adds 1,000 Lv. 1 Zombies to your cause
3261	Adds 1,000 Lv. 1 Skeleton Archers to your cause
3262	Adds 1,000 Lv. 1 Undead Knights to your cause
3263	Adds 1,000 Lv. 1 Gargoyles to your cause
3264	Adds 1,000 Lv. 1 Undead Mages to your cause
3265	Adds 1,000 Lv. 2 Zombies to your cause
3266	Adds 1,000 Lv. 2 Skeleton Archers to your cause
3267	Adds 1,000 Lv. 2 Undead Knights to your cause
3268	Adds 1,000 Lv. 2 Gargoyles to your cause
3269	Adds 1,000 Lv. 2 Undead Mages to your cause
3270	Adds 1,000 Lv. 3 Zombies to your army
3271	Adds 1,000 Lv. 3 Skeleton Archers to your cause
3272	Adds 1,000 Lv. 3 Undead Knights to your cause
3273	Adds 1,000 Lv. 3 Gargoyles to your cause
3274	Adds 1,000 Lv. 3 Undead Mages to your cause
3275	Adds 1,000 Lv. 4 Zombies to your cause
3276	Adds 1,000 Lv. 4 Skeleton Archers to your cause
3277	Adds 1,000 Lv. 4 Undead Knights to your cause
3278	Adds 1,000 Lv. 4 Gargoyles to your cause
3279	Adds 1,000 Lv. 4 Undead Mages to your cause
3280	Adds 1,000 Lv. 5 Zombies to your cause
3281	Adds 1,000 Lv. 5 Skeleton Archers to your cause
3282	Adds 1,000 Lv. 5 Undead Knights to your cause
3283	Adds 1,000 Lv. 5 Gargoyles to your cause
3284	Adds 1,000 Lv. 5 Undead Mages to your cause
3285	Adds 1,000 Lv. 6 Zombies to your cause
3286	Adds 1,000 Lv. 6 Skeleton Archers to your cause
3287	Adds 1,000 Lv. 6 Undead Knights to your cause
3288	Adds 1,000 Lv. 6 Gargoyles to your cause
3289	Adds 1,000 Lv. 6 Undead Mages to your cause
3290	Contains: 1,000 Wood, 1,000 Balens (Bound Resources)
3291	Contains: 4,000 Wood, 4,000 Balens, 150 Iron (Bound Resources)
3292	Contains: 10K Wood, 10K Balens, 1,600 Iron (Bound Resources)
3293	Contains: 30K Wood, 30K Balens, 8,000 Iron, 400 Quiksilver (Bound Resources)
3294	Contains: 50K Wood, 50K Balens, 25K Iron, 2,000 Quiksilver (Bound Resources)
3295	Contains: 150K Wood, 150K Balens, 80K Iron, 6,250 Quiksilver (Bound Resources)
3296	Contains: 500K Wood, 500K Balens, 250K Iron, 20K Quiksilver (Bound Resources)
3297	Contains: 1.5M Wood, 1.5M Balens, 800K Iron, 20K Quiksilver (Bound Resources)
3298	Contains: 5M Wood, 5M Balens, 800K Iron, 20K Quiksilver (Bound Resources)
3299	Reduces troops summoning time by 30 minutes
3300	Reduces building time by 30 minutes
3301	Reduces respawn time by 30 minutes
3302	Reduces research time by 30 minutes
3303	Reduces troops summoning time by 60 minutes
3304	Reduces building time by 60 minutes
3305	Reduces respawn time by 60 minutes
3306	Reduces research time by 60 minutes
3307	Move your city closer to your Alliance leader.
3308	Restores 10 Scout Energy
3309	Restores 50 Scout Energy
3310	Restores 100 Scout Energy
3311	Restores 200 Scout Energy
3320	Reduce equipment forge time by 1 minute
3321	Reduce equipment forge time by 5 minutes
3322	Reduce equipment forge time by 30 minutes
3323	Reduce equipment forge time by 1 hour
3324	Reduce equipment forge time by 2 hours
3325	Reduce equipment forge time by 8 hours
3326	Grants 20 Sanguinium
3327	Grants 50 Sanguinium
3328	Grants 100 Sanguinium
3329	Grants 200 Sanguinium
3330	Grants 500 Sanguinium
3331	Grants 1,000 Sanguinium
3332	Grants 2,000 Sanguinium
3333	Grants 5,000 Sanguinium
3334	Grants 10K Sanguinium
3335	Grants 20K Sanguinium
3336	Grants 50K Sanguinium
3337	Grants 100K Sanguinium
3338	Grants 200K Sanguinium
