id	text
1176	Respawn Now
1178	Respawning
1179	Buffs
1180	Unlock
1181	Go
1182	Military Intel
1183	Invite to relocate
1184	Alliance Orders
1185	Buy this item?
1186	Cancel
1187	Rules
1188	Respawn
1189	Donate
1190	Glaurung Lv.
1191	Donate 1
1192	Donate 10
1193	Donate 100
1194	Quests
1196	Total Resources
1197	Collect SPD
1198	Already collected
1199	Collection time increase
1200	Zombie
1201	Zombie
1202	Zombie
1203	Zombie
1204	Zombie
1205	Zombie
1206	Zombie
1207	Zombie
1208	Zombie
1209	Zombie
1220	Skeleton Archer
1221	Skeleton Archer
1222	Skeleton Archer
1223	Skeleton Archer
1224	Skeleton Archer
1225	Skeleton Archer
1226	Skeleton Archer
1227	Skeleton Archer
1228	Skeleton Archer
1229	Skeleton Archer
1240	Undead Knight
1241	Undead Knight
1242	Undead Knight
1243	Undead Knight
1244	Undead Knight
1245	Undead Knight
1246	Undead Knight
1247	Undead Knight
1248	Undead Knight
1249	Undead Knight
1260	Gargoyle
1261	Gargoyle
1262	Gargoyle
1263	Gargoyle
1264	Gargoyle
1265	Gargoyle
1266	Gargoyle
1267	Gargoyle
1268	Gargoyle
1269	Gargoyle
1280	Undead Mage
1281	Undead Mage
1282	Undead Mage
1283	Undead Mage
1284	Undead Mage
1285	Undead Mage
1286	Undead Mage
1287	Undead Mage
1288	Undead Mage
1289	Undead Mage
1300	攻城车1
1301	攻城车2
1302	攻城车3
1303	攻城车4
1304	攻城车5
1305	攻城车6
1306	攻城车7
1307	攻城车8
1308	攻城车9
1309	攻城车10
1320	Specter
1321	Specter
1322	Specter
1323	Specter
1324	Specter
1325	Specter
1326	Specter
1327	Specter
1328	Specter
1329	Specter
1601	Verdank
1602	Vermilyon
1603	Seiryuu
1604	Zulqifar
1605	Glaurung
1606	Void Terror
1607	Demonguard
1608	Infernal Inferno
1609	Doomsday Guard
1610	Daemon
1611	Pumpkin Head
1612	Deep Dweller
1613	Abyss Archer
1614	Cerberus
1615	Manticore
1616	Evil Eye Mage
1617	Tomb Guard
1618	Abyss Wight
1619	Yeti Cave
1620	Void Infantry
1621	Void Rider
1622	Void Flyer
1623	Void Mage
1624	Void Archer
1625	Void Specter
1626	Obelisk Guard
1751	Peasant
1752	Militia
1753	Squire
1754	Squire
1755	Archers
1756	Archers
1757	Archers
1758	Phalanx
1759	Phalanx
1760	Phalanx
1761	Centaur
1762	Centaur
1763	Centaur
1764	Magic User
1765	Magic User
1766	Magic User
1767	Cannibal
1768	Cannibal
1769	Cannibal
1770	Elven Archer
1771	Elven Archer
1772	Elven Archer
1773	Holy Knight
1774	Holy Knight
1775	Holy Knight
1776	Griffinrider
1777	Griffinrider
1778	Griffinrider
1779	Zulqifar
1780	Zulqifar
1801	Building level capped
1802	Upgrade building to Lv. <color=lime>{0} </color>to unlock {2} Lv. {1}
1803	Upgrade to unlock new buildings, new features, and increase resource collection speed on world map
1804	Upgrade to increase number of traps and City DEF
1805	Discover unexpected information in the Tavern
1806	Upgrade to increase trade amount and decrease tax rate
1807	Changes your life
1808	Upgrade to unlock new technologies
1809	Upgrade to increase base resources and free prayers
1810	Upgrade to increase number of times you may receive help and the strength of the effect
1811	Upgrade to raise your Battle Rating
1812	Upgrade to increase campaign troop size limit
1813	Upgrade to increase amount of resources protected
1814	Upgrade to increase production and capacity
1815	Upgrade to store more corpses
1816	Upgrade to summon new types of troops
1817	Upgrade to build new structures
1818	Upgrade to be effective against {0}
1819	Upgrade to be effective while defending against enemy {0}
1820	Upgrade to get more souls from executed enemy heroes and troops
1821	Scout the enemy and get info about incoming enemy troops.
1822	Resist enemies' scouting attempts on your city
1823	Next level: City DEF <color=lime>{0}</color>
1824	Next level: <color=lime>{0}</color>
1825	Next level: Assembled troops <color=lime>+{0}</color>, Reinforcements <color=lime>+{1}</color>, Aid attempts <color=lime>+{2}</color>, Aid effect <color=lime>+{3}s</color>
1826	Next level: Campaign troop size limit <color=lime>+{0}</color>
1827	Produces and stores Wood
1828	Produces and stores Balens
1829	Produces and stores Iron
1830	Produces and stores Quiksilver
1831	Next level: Capacity <color=lime>+{0}</color>
1901	The Castle is the central hub of any Undead Kingdom. Upgrade the Castle to unlock new buildings, increase level limits, and increase resource collection speed in the wild.
1902	Upgrade to recover City DEF and also raise max City DEF.
1903	Get Heroes.
1904	Daily Login Reward.
1905	Daily Online Duration Reward.
1906	Research various Technologies to vastly improve your kingdom's development
1907	Use Gems to pray in this magical building to receive loads of resources.
1908	Upgrading increases how many times could you and your allies aid each other. It also makes them more effective.
1909	You may forge equipment here for your heroes.
1910	Assembling location of the Undead Army. Upgrade to increase campaign troop size limit.
1911	Stores and protects resources from both enemy attacks and from being spent by your troops
1912	Produces and stores Wood. Upgrade to increase production and capacity.
1913	Produces and stores Balens. Upgrade to increase production and capacity.
1914	Produces and stores Iron. Upgrade to increase production and capacity.
1915	Produces and stores Quiksilver. Upgrade to increase production and capacity.
1916	Use to respawn corpses. Upgrade to increase capacity and respawn more dead troops.
1917	Use to summon Zombies. Upgrade to summon more and higher level troops.
1918	Use to summon Undead Knights. Upgrade to summon more and higher level troops.
1919	Use to summon Skeleton Archers. Upgrade to summon more and higher level troops.
1920	Use to summon Gargoyles. Upgrade to summon more and higher level troops.
1921	Use to summon Undead Mages. Upgrade to summon more and higher level troops.
1922	Use to build defensive structures. Upgrade to build more defensive structures.
1923	Scout the enemy and get info about incoming enemy troops.
1924	Affects and prevents enemies from scouting you.
1925	Used to imprison and execute enemy heroes and troops
1960	Are you sure you want to dismiss these troops?
1961	War Guard
1962	ATK Bonus
1963	DEF Bonus
1964	Cost Reduction
1965	Anti-Scout
1966	Camouflage
1967	Resources Galore
1968	Troop Size Limit
1969	不许加，给buff预留
1981	Your city will be protected and unable to be attacked by other players for a certain amount of time
1982	All units receive ATK +20% for a certain amount of time
1983	All units receive DEF +20% for a certain amount of time
1984	Troop upkeep reduced for a certain amount of time
1985	Enemies will be unable to scout your city for a certain amount of time
1986	Your number of troops will appear doubled to enemy scouts for a certain amount of time
1987	Resources collection speed +50% for a certain amount of time (excluding Gems)
1988	Campaign troops size limit +25% temporally
1989	不许加，给buff预留
2001	Buff: {0}\nExpires in: {1}\nApply new buff? Expiry time will also reset.
2002	Recommended
2003	Normal Quests
2004	Go
2005	Siege report
2006	Attack NPC report
2007	Collection Report
2008	Scout
2009	Scout troops
2010	Scout resources
2011	Get
2012	Lv. {0}
2013	Round {0} {1} moved {2} spaces
2014	Round {0} {1} attacked {2}, {3} lost {4} troops
2015	Round {0} {1} attacked {2}, {3} lost {4} troops
2016	Battle report
2017	System
2018	Mail
2019	Select all
2020	Receive
2021	Delete
2022	Victory
2023	Failed
2024	Write
2025	Send
2026	Recipient
2027	Content
2028	STR
2029	Loading data...
2030	Reply
2031	Replay
2032	ATK {0} {1}
2033	DEF {0} Attack {1}
2034	You scouted and got full intel of {0}'s {1}!
2035	Scout Report
2036	Defense Troops
2037	Collection Report
2038	{0} tried to scout your {1}! Your Dark Sky is too weak, and all your {2} intel is leaked!
2039	{0}'s Dark Sky prevented you from getting full intel of their {1}!
2040	{0} tried to scout your {1}! Some of your {2} intel is leaked!
2041	Can't scout as the target has used Anti-Scout items.
2043	City
2044	Troops
2045	Defenses
2046	Invite
2047	New Alliance Invitation
2048	You got an Alliance invitation from {0}. Would you like to join?
2049	Resources
2050	Rewards
2051	Player
2052	Collected
2053	Not yet collected
2054	Defend City
2055	ATK
2056	Your troops have arrived at their capture target!
2057	Combat broke out at:
2058	First Reward
2059	Captured!
2060	Block
2061	Explore Glaurung Den
2062	Check
2063	Server
2064	Translation
2065	Your team has returned from the Glaurung Den with:
2066	Announcement costs 1 Bullhorn
2067	Tap here to enter message...
2068	Chat
2069	Invite
2070	Copy
2071	Message is too long!
2072	Enter something if you want to chat!
2073	Alliance
2074	Global
2075	System
2076	Character limit
2077	Someone scouted your {0}!
2078	Aid Mail
2079	Ally's Resource Aid
2080	Increase City DEF
2081	Burn time
2082	City DEF +{0}\nCooldown: {1} mins
2083	Your Walls are not burning.
2084	Your Walls have not been breached. Your defense is intact!
2085	Extinguish
2086	City DEF
2087	Cooling down...
2090	Your city has been destroyed by another player! It is now rebuilt at another location with the same building upgrades.
2091	Expires: 
2092	War has broken out at
2093	You've aided {0}
2094	Got Aid from {0}
2095	Shop
2096	Shop
2097	Items
2098	Record
2099	Change Name
2100	Prize
2101	Replace
2102	Equip
2103	Attributes
2104	Equipped
2105	Level Maxed
2106	Remove
2107	Deaths
2108	Kills
2109	Loss
2110	Wounded
2111	Survived
2112	Failed to collect
2113	Your troops reached {0}, but the target is gone!
2114	Combat expired
2115	Your troops reached {0}, but the target {1} had either moved or activated War Guard!
2116	Garrison failed
2117	Your troops reached {0}, but another Lord had already garrisoned troops there!
2118	Failed to attack the mob
2119	Your troops reached {0}, but the target mob is gone! MP spent has been restored.
2120	You fought off an attack from the troops of {0}!
2121	You were attacked by troops from {0}, and you failed due to poor defenses!\n(Summon more troops and set up more traps!)
2122	Recover Now
2123	Automatically recover Energy when insufficient
2124	Energy
2125	There are no troops marching your way!
2126	Resources Aid
2127	Resources Aid (Can't send Bound Resources)
2128	Tax Rate
2129	Caravan Capacity
2130	Get Aid
2131	Psychic Eye
2132	Assistors:
2133	Total troops
2134	March
2135	Assemble
2136	Combat
2137	Garrison
2138	Collect
2139	Return
2140	Has
2141	Get More
2142	Aid
2143	Explore Glaurung Den
2144	Resource Aid cannot be empty!
2147	Resources
2148	Others
2149	Pyrum (S)
2150	Pyrum (M)
2151	Pyrum (L)
2152	Pyrum (XL)
2153	Requirements
2154	Cancel
2155	Online
2156	Current Troops
2161	null
2162	Costs
2164	Wood
2165	Balens
2166	Iron
2167	Quiksilver
2168	Reset
2169	Quick Select
2170	Lord EXP
2171	Gems
2172	Your campaign queue is full! Max: {0}! Activate VIP 8 or research tech to increase it!
2173	Activate VIP
2174	To College
2175	My details
2176	Lord's details
2177	MP
2178	May drop
2179	More
2180	VIP2 and above grants a March SPD bonus!
2181	You need to beat a Lv. {0} mob before you can fight stronger ones!
2182	Recall
2183	Campaign
2184	Your attack target {0} is gone!
2185	Your scout target {0} is gone!
2186	{0} scouted you!
2187	Failed to scout {0}'s city!
2188	Failed to scout {0}'s troops!
2189	Failed to scout {0}'s resources!
2190	Scouted {0}'s troop intel!
2191	Troop total: {0}
2192	Mob
2193	Insufficient Psychic Eye Energy!
2194	Confirm
2195	Mob report
2196	You beat a Lv. {0} mob! Now you can challenge Lv. {1} ones!
2197	You were defeated by Lv. {0} {1}!
2198	You beat Lv. {0}{1}!
2199	Insufficient Gems for relocation!
2200	You do not have the items required to move your city
2201	Wrong coordinates
2202	You must recall all troops before relocating randomly!
2203	Enter coordinates
2204	Enter server number...
2205	{0} scouted you but got fake intel due to your Anti-Scout buff!
2207	You're already using a similar buff. Are you sure? 
2210	Alliance
2211	Collect
2215	Easy
2216	Normal
2217	Hard
2218	Complex
2219	Minutes
2220	Few troops
2221	<color=yellow>Some troops</color>
2222	<color=red>Lots of troops</color>
2223	<color=purple>Horde of troops</color>
2224	Logged in <size=30><color=#FFFB85FF>{0}</color></size> days in a row!
2225	Already Collected
2226	Get Rewards
2227	Next Reward Preview
2228	Upgraded!
2229	Restored 30 MP
2230	You got {0} Skill Points!
2231	Free Prayers: {0}
2232	Max Prayers: {0}
2233	Used up for today!
2234	Buy this with Gems?
2235	Insufficient Gems!
2236	Activity
2237	Progress
2238	Troops in city: 
2239	Balen Cost:
2240	Respawns:
2241	Troop info
2242	[No garrisons]
2243	[No respawnable units in the city]
2244	My Account
2245	Sound & Graphics
2246	Notifications
2247	Block settings
2248	System Settings
2249	Server time
2250	Alliance War
2251	Your Alliance is at peace.
2252	War Records
2253	Captain:
2254	Team:
2255	Goal
2256	War Details
2257	Assembly is the best way for Alliances to launch coordinated attacks! Pick a time and get your allies to send troops to your city before the deadline. March to victory, together!
2258	5 min
2259	10 min
2260	30 min
2261	90 min
2262	Rankings
2263	Alliance Kills
2264	Alliance B.R.
2265	Lord B.R.
2266	Lord Level
2267	Castle Level
2268	Lord Kills
2269	My ranking:
2270	(Refreshes once per hour)
2271	Alliance leader:
2272	Viewing rankings requires Castle Lv. {0}
2273	No ranking
2274	Alliance leader:
2275	<color=#FFD647FF>{1} Lv. {0} </color><color=#52FF61FF>({2})</color>
2276	Tap to join
2278	Use {0}?
2279	Get {0}
2280	Mail recipient/content cannot be empty!
2281	Buy this with {0} Gems? 
2282	Resource available at Castle Lv. {0}!
2283	Specters summoned: 
2284	Favorites
2285	Marks
2286	Enemies
2287	Tap to change name
2288	Share
2289	Friends
2290	Set bookmark type
2291	Add bookmark
2292	Edit bookmark
2293	Now: 
2294	Next:
2295	Enter bookmark name
2296	Name field cannot be empty!
2297	Name exceeds character limit!
2298	You can't add more bookmarks, please delete some and try again.
2299	Surface
2300	Buy {0}?
2301	{0} min ago
2302	{0} hr ago
2303	{0} d ago
2305	Forging...
2306	 or Castle Lv. {0}
2310	Help me build {1} Lv. {0}
2311	Help me upgrade {1} Lv. {0}
2312	Help me research {1} Lv. {0}
2313	Help me forge {0}
2314	Help me respawn troops!
2315	Current Lv.
2316	Next Lv.
2317	Max level reached!
2318	Summoning
2319	Record
2320	Temporarily increases {0} Lv. {1}'s production.
2321	Unit Lv.
2322	Collect the attachment first!
2323	Cancel this assembly?
2324	Troops Aid
2325	Aid Record
2326	No Aid Troops!
2327	Alliance Fort
2328	Alliance Mine
2329	Alliance Watchtower
2330	Alliance Vault
2331	Alliance Wishing Well
2332	Alliance Sawmill
2333	Alliance Iron Mine
2334	Alliance Quiksilver Mine
2335	You can't place that here
2336	Incoming in {0}
2337	Wave {0}
2338	Next wave in {0}
2339	Begins in {0}
2340	Aid Allies
2341	Earn Points by aiding your allies. Check the Event Center for more details.
2342	Alliance Rankings
2343	Alliance Points Rankings
2344	Alliance Points Rewards
2345	Solo Points Rankings
2346	View All Rewards
2347	Alliance Points Rankings Rewards
2348	Solo Points Rankings Rewards
2349	Incomplete
2350	Complete
2351	View Solo Rankings
2352	No. {0}
2353	Combat report
2354	Resource collection report
2355	Mob report
2356	Total Troops
2357	Exterminated
2358	Deaths
2359	Loss
2360	Exterminate more than 50% or you will fail!
2361	You've failed {0} times defending, the Glaurungs will stop attacking after you've failed twice.
2362	Points
2363	Combat
2364	Points Reward
2365	My Points
2366	Alliance Points
2367	Solo Points needed:
2368	Alliance Points needed:
2369	You may upgrade Alliance Tech by joining an Alliance and donating
2370	You'll need to wait or remove the cooldown with Gems if you want to donate again!
2371	Clear
2372	<color=green>Researching: </color>{0}
2373	Ranking
2374	Name
2375	Current Quest Points
2376	Total Points
2377	Alliance Rankings
2378	Quest Points Rankings
2379	Event is over! Glaurung will not attack you again.
2380	Support {0}
2381	You have:
2382	Progress: 
2383	Your reward:
2384	Alliance goal:
2385	Members that contribute 1% or more will get rewards via mail.
2386	Quests
2387	Glaurung wave: {0}
2388	<color=#B7CCD5FF>Next wave of Glaurung will appear in {0}</color>\n<color=#CB3636FF><size=28>Glaurungs are attacking your Alliance!</size></color>
2389	Event is over!
2390	Event will begin soon!
2391	Ends in {0}
2392	Check rewards
2393	Start battle
2394	Campaign location
2395	Stay tuned!
2396	You must be in an Alliance to join
2397	The Glaurung is coming! Defending city got a reward
2398	Glaurung's Fury
2399	Explore
2400	Building...
2401	Upgrading...
2402	Demolishing...
2403	Summoning...
2404	Respawning...
2405	Researching...
2406	Forging...
2409	Get Aid
2410	HP
2411	ATK
2412	DEF
2413	SPD
2414	March SPD
2415	Max Load
2416	B.R.
2417	Upkeep
2418	Development
2419	Military
2420	Insufficient MP
2422	Done!
2423	My Castle
2424	Alliance Castles
2425	City
2426	Resource Production
2427	Wood
2428	Balens
2429	Upkeep
2430	Iron
2431	Quiksilver
2432	Unlocks with Castle Lv. {0}
2433	Wood & Balens
2434	Helps available
2435	Time reduced (in secs)
2436	Production/min
2437	Capacity
2438	Unlock
2439	Troops
2440	{0} Lv. {1}
2441	Wood & Balens
2442	Iron
2443	Quiksilver
2444	Assembling...
2445	Assembled
2446	Ends in
2447	Protected Wood
2448	Protected Balens
2449	Protected Iron
2450	Protected Quiksilver
2451	Cellar
2452	 invited you to join an Alliance!
2453	Max assembly size
2454	Max troop aid
2455	Great Hall
2456	30 MP restored
2457	View Skills
2458	You earned 
2459	 Skill Points
2460	Get Gems
2461	MP earned
2462	Research
2463	Check VIP
2464	Assemble time
2465	Alliance March
2466	Immunity
2467	Fully Exposed
2468	Enemy
2469	You're immune to scouting by Lv. {0} Psychic Eyes. The enemy's Scout Report will show nothing.
2470	You're powerless against scouting by Psychic Eyes of Lv. {0} or above. The enemy will get a full Scout Report.
2471	A Lv. {0} Dark Sky will be useless against scoutings. Update Dark Sky to resist enemy scouts.
2472	<color=red>Using Anti-Scout will grant you temp. immunity to scoutings.</color>
2473	Full Intel
2474	Blinded
2475	Psychic Eye can penetrate Dark Sky Lv. {0}, and will give you a full Scout Report of the enemy.
2476	Psychic Eye cannot penetrate Dark Sky Lv. {0}, causing the Scout Report to be blank.
2477	Psychic Eye will penetrate Dark Sky when both are the same level. The Scout Report will be completed in detail.
2478	Lv. {0} vs Lv. {1}
2479	Lv. {0} vs Lv. {1}
2480	A Lv. {0} Dark Sky will be useless against scoutings. Update Dark Sky to resist enemy scouts.
2481	Overview
2482	Use [Assemble] to launch coordinated attacks against your enemies. Members can join your attack. Limits on the number of troops which can assemble are decided by the Control Level of the player whom initiates the attack. Check [Alliance Combat] in the Alliance hub to see combat already underway. Assembling is the only way to take down the strongest of enemies!
2483	Upgrade to get
2484	Requirements
2485	Control Level
2486	Max assembly size
2487	Get more
2488	Points:
2489	May get
2490	Assembly
2491	March
2492	Fight Mobs
2493	Castle Lv. is too low!
2494	Check Situation
2495	Seek Help
2496	Enemy total
2497	Assist
2498	You helped {0}'s city stave off {1}'s attack!
2499	You failed to help {0}'s city stave off {1}'s attack!\n(Summon more troops and set more traps!)
2500	Daily check-in
2501	Altar
2502	Dragon Tomb
2503	Upgrade building
2504	More Zombies
2505	More Skeleton Archers
2506	More Undead Knights
2507	More Undead Mages
2508	More Gargoyles
2509	Respawn corpses
2510	Eliminate mobs
2511	Research tech
2512	Alliance Donation
2513	Aid
2514	Resources Aid
2515	Troops Aid
2516	Quick resources
2517	Collect Wood
2518	Collect Balens
2519	Collect Iron
2520	Collect Quiksilver
2521	Hurry! Wood!
2522	Hurry! Balens!
2523	Hurry! Iron!
2524	Hurry! Quiksilver!
2525	Forge equipment
2526	Synth materials
2527	Get daily check-in rewards
2528	Pray at the Altar
2529	Get Dragon Tomb exploration rewards
2530	Level up any building
2531	Summon 300 Zombies
2532	Summon 300 Skeleton Archers
2533	Summon 300 Undead Knights
2534	Summon 300 Undead Mages
2535	Summon 300 Gargoyles
2536	Respawn 30 troops
2537	Defeat any mob
2538	Research any tech
2539	Donate to research any Alliance Tech
2540	Help any ally's request
2541	Aid any ally with 15,000 resources
2542	Support any ally with 1,000 troops
2543	Use any item that gives resources
2544	Collect 25,000 Wood outside the city
2545	Collect 25,000 Balens outside the city
2546	Collect 12,800 Iron outside the city
2547	Collect 6,600 Quiksilver outside the city
2548	Hurry your Sawmills' production
2549	Hurry your Wishing Wells' production
2550	Hurry your Haunted Mines' production
2551	Hurry your Quiksilver Extractors' production
2552	Forge any equipment
2553	Synthesize any equipment materials
2554	Study All
2555	Teamplayer
2556	Speak 3 times on the <color=green>Alliance channel</color>
2600	Music
2601	BGM
2602	Resources Production
2603	Notify me when any building is full and stops producing any resources.
2604	Construction & Research
2605	Notify me when building upgrade, troop summon, or technology research completes
2606	Warfare
2607	Notify me when scouted, attacked, assisted by allies or when troops return
2608	Alliance
2609	Notify me when I receive Alliance mail
2610	Chat
2611	Notify me when members of R4+ make announcements on the Alliance channel.
2612	Dragon Tomb
2613	Notify me when an exploration is complete.
2614	Delete the mail?
2615	Buy
2616	Recommend
2617	Sound Effects
2618	Toggle Sound Effects
2619	Event Center
2620	Strategic Retreat
2621	Departed Souls
2622	Reaper's Grace
2623	Harvest
2624	Meditation
2625	Dark Castle
2626	Soul Pact
2627	Soul Overload
2628	Into Darkness
2630	All troops return to your city within 3 secs, except for those sent to an assembly (Cooldown: 24 hr)
2631	Campaign troops size limit +10% for 1 hour (Cooldown: 24 hr)
2632	During the next 1 initiated attack (on a city or garrison), killed troops immediately return to the Burial Site as corpses until it is full (Cooldown: 12 hours)
2633	Immediately receive 5 hours worth of all resources (Cooldown: 24 hr)
2634	Immediately restore 50 MP (Cooldown: 24 hr)
2635	Immediately increase City DEF by 3,000 (or until full) and extinguish all fires (Cooldown: 24 hr)
2636	Immediately summon 3,000 Specters of the highest level which you have unlocked (Cooldown: 24 hr)
2637	Troops summoned +100% for 1 hour (Cooldown: 24 hr)
2638	Limit of Specters that can be controlled +100% for 1 hour (Cooldown: 24 hr)
2639	Contested
2640	Protected
2641	Under attack
2642	Temporarily occupied
2643	Occupied
2644	Occupied by 
2645	Specialty
2646	None
2647	Old enemy
2648	Time until next attack:
2649	City DEF
2650	While Protected, a human castle will periodically dispatch troops to attack undead strongholds within its sphere of influence.
2651	<color=#ffee8f>{0}</color>'s attack on {1} <color=green>has succeeded</color>!
2652	<color=#ffee8f>{0}</color>'s attack on {1} <color=red>has failed</color>! Defense aura duration -{2} mins!
2653	<color=#ffee8f>{0}</color> ({1})'s attack on {2} <color=green>is a success</color>!
2654	<color=#ffee8f>{0}</color> ({1})'s attack on {2} <color=red>has failed</color>!
2655	Cancel recommendation
2656	{0} days left
2657	Summon Specter
2658	Summon Troops
2659	Pack distribution
2660	Introduction
2661	Conqueror Pack
2662	Guardian Pack
2663	Choose members
